Order_ID,Order_Date_ID,Delivery_Date_ID,Delivery_Days,Car_ID,Customer_ID,Region,Country,Dealer,Sales_Rep,Customer_Type,Order_Channel,Payment_Method,Discount_Pct,Final_Price_USD,Is_Certified_Pre_Owned,Mileage_At_Sale,Warranty_Years,Customer_Satisfaction_Score,Units_Sold
148,20221215,20230302,77,CAR00143,CUST003238,North America,Canada,BMW Vancouver,Elena Al-Farsi,Individual,Dealership Walk-in,Manufacturer Finance,1.82,76776.76,False,0,4,5.0,1
149,20240710,20240725,15,CAR00144,CUST002800,Asia Pacific,China,BMW Shanghai Jing'an,Liam Garcia,Individual,Referral,Bank Loan,2.71,74913.3,False,0,4,4.9,1
150,20251203,20260120,48,CAR00145,CUST000738,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Noah Andersson,Individual,Online Configurator,Bank Loan,4.13,84557.34,False,0,4,5.0,1
151,20220723,20220822,30,CAR00146,CUST003387,Middle East,Saudi Arabia,BMW Riyadh,Elena Cohen,Individual,Referral,Cash,5.3,83336.0,False,0,4,3.3,1
152,20250107,20250411,94,CAR00147,CUST001269,Asia Pacific,Australia,BMW Sydney,Anna Weber,Individual,Online Configurator,Bank Loan,4.48,88833.6,False,0,4,3.5,1
153,20250328,20250720,114,CAR00148,CUST002107,Europe,France,BMW Lyon,Daniel Kim,Individual,Referral,Lease,1.4,91698.0,False,0,4,4.1,1
154,20250920,20251220,91,CAR00149,CUST002022,North America,USA,Chicago M Motors,Nina Andersson,Individual,Online Configurator,Bank Loan,1.16,94095.68,False,0,4,3.6,1
155,20230710,20231016,98,CAR00150,CUST003851,North America,Mexico,BMW Polanco,Karim Cohen,Corporate Fleet,Dealership Walk-in,Lease,5.33,75073.31,False,0,4,4.0,1
156,20220225,20220525,89,CAR00151,CUST001248,Europe,Switzerland,BMW Zürich,Sophie Park,Individual,Fleet Program,Manufacturer Finance,0.07,86339.52,False,0,4,4.3,1
157,20260622,20260728,36,CAR00152,CUST002740,North America,Canada,BMW Toronto,Omar Tanaka,Individual,Dealership Walk-in,Lease,0.99,124356.56,False,0,4,4.3,1
158,20241115,20250305,110,CAR00153,CUST003313,Europe,Italy,BMW Roma,Elena Zhang,Individual,Dealership Walk-in,Manufacturer Finance,3.32,82951.44,False,0,4,4.5,1
159,20250530,20250921,114,CAR00154,CUST000776,North America,Canada,BMW Vancouver,Felix Garcia,Individual,Online Configurator,Lease,2.49,124130.23,False,0,4,4.2,1
160,20220513,20220909,119,CAR00155,CUST003776,Europe,Italy,BMW Milano,Elena Ivanov,Individual,Dealership Walk-in,Lease,5.54,59982.1,False,0,4,4.6,1
161,20230803,20230817,14,CAR00156,CUST003551,Middle East,Saudi Arabia,BMW Riyadh,Fatima Rossi,Lease Return Buyout,Dealership Walk-in,Bank Loan,1.96,87353.64,False,0,4,4.3,1
162,20220526,20220725,60,CAR00157,CUST003615,North America,Mexico,BMW Guadalajara,Tom Andersson,Individual,Auto Show Event,Manufacturer Finance,2.86,95100.06,False,0,4,4.3,1
163,20250907,20251005,28,CAR00158,CUST002522,Europe,France,BMW Lyon,Olivia Silva,Individual,Referral,Bank Loan,7.55,68875.25,False,0,4,5.0,1
164,20230717,20231001,76,CAR00159,CUST001911,Europe,Switzerland,BMW Zürich,Ahmed Silva,Individual,Dealership Walk-in,Cash,5.33,117580.14,False,0,4,4.6,1
165,20250922,20260107,107,CAR00160,CUST001573,Asia Pacific,Singapore,Performance Motors Singapore,Elena Cohen,Individual,Referral,Bank Loan,5.67,115648.58,False,0,4,4.7,1
166,20220623,20221011,110,CAR00161,CUST003065,Europe,France,BMW Lyon,Karim Murphy,Individual,Referral,Bank Loan,0.0,138100.0,False,0,4,5.0,1
167,20250711,20251019,100,CAR00162,CUST000204,Europe,Germany,BMW Berlin Mitte,David Tanaka,Individual,Online Configurator,Lease,0.0,91600.0,False,0,4,5.0,1
168,20240419,20240527,38,CAR00163,CUST001240,Asia Pacific,China,BMW Shanghai Jing'an,Tom Andersson,Certified Pre-Owned Trade-In,Dealership Walk-in,Manufacturer Finance,2.11,89765.13,True,39543,4,5.0,1
169,20230113,20230203,21,CAR00164,CUST003596,Europe,Italy,BMW Roma,Julia Cohen,Individual,Online Configurator,Manufacturer Finance,2.28,105244.44,False,0,4,3.6,1
170,20221003,20221102,30,CAR00165,CUST001842,Europe,Spain,BMW Madrid Norte,Tom Tanaka,Corporate Fleet,Referral,Cash,0.12,79005.08,False,0,4,4.5,1
171,20220602,20220915,105,CAR00166,CUST002784,Asia Pacific,China,BMW Beijing Chaoyang,Noah Zhang,Lease Return Buyout,Dealership Walk-in,Lease,3.71,111022.37,False,0,4,4.2,1
172,20240720,20240927,69,CAR00167,CUST002005,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Felix Dubois,Lease Return Buyout,Online Configurator,Lease,0.0,84400.0,False,0,4,4.7,1
173,20240915,20241105,51,CAR00168,CUST003589,North America,USA,South Bay BMW,Felix Dubois,Lease Return Buyout,Dealership Walk-in,Lease,3.03,91830.59,False,0,4,4.5,1
174,20240125,20240426,92,CAR00169,CUST001689,Europe,Germany,BMW Berlin Mitte,David Kim,Individual,Referral,Cash,5.72,82683.56,False,0,4,3.8,1
175,20220715,20221021,98,CAR00170,CUST003008,North America,Canada,BMW Vancouver,Elena Zhang,Individual,Dealership Walk-in,Lease,1.91,138601.17,False,0,4,4.3,1
176,20251213,20260407,115,CAR00171,CUST000765,Europe,Germany,BMW Niederlassung München,Olivia Silva,Individual,Online Configurator,Cash,0.0,119500.0,False,0,4,4.2,1
177,20241203,20250106,34,CAR00172,CUST003577,Asia Pacific,Japan,BMW Osaka,Anna Weber,Individual,Dealership Walk-in,Cash,4.56,80551.36,False,0,4,4.0,1
178,20240201,20240425,84,CAR00173,CUST003534,Europe,United Kingdom,Park Lane BMW London,Noah Andersson,Individual,Referral,Manufacturer Finance,2.74,78197.04,False,0,4,5.0,1
179,20220128,20220213,16,CAR00174,CUST001831,Europe,France,BMW Paris Champs-Élysées,Olivia Silva,Individual,Online Configurator,Lease,1.85,86372.0,False,0,4,3.8,1
180,20231016,20231110,25,CAR00175,CUST002551,North America,Canada,BMW Toronto,Karim Murphy,Individual,Dealership Walk-in,Manufacturer Finance,1.16,75118.4,False,0,4,4.4,1
181,20260310,20260602,84,CAR00176,CUST000871,Europe,Germany,BMW Berlin Mitte,Lucas Kim,Individual,Fleet Program,Bank Loan,4.95,138582.9,False,0,4,5.0,1
182,20250701,20251028,119,CAR00177,CUST001375,North America,Mexico,BMW Guadalajara,David Rossi,Lease Return Buyout,Dealership Walk-in,Lease,0.95,126684.95,False,0,4,4.5,1
183,20250716,20250918,64,CAR00003,CUST003205,Europe,Spain,BMW Barcelona,Nina Hassan,Individual,Auto Show Event,Lease,0.54,83148.56,False,0,4,4.2,1
184,20230617,20231007,112,CAR00178,CUST001212,Europe,Switzerland,BMW Zürich,Laura Silva,Corporate Fleet,Fleet Program,Manufacturer Finance,1.16,79961.56,False,0,4,4.8,1
185,20260512,20260901,112,CAR00179,CUST000843,Middle East,UAE,BMW Abu Dhabi,David Andersson,Individual,Online Configurator,Bank Loan,3.55,113232.3,False,0,4,4.9,1
186,20241209,20250110,32,CAR00180,CUST000402,Europe,France,BMW Lyon,Sophie Park,Corporate Fleet,Online Configurator,Manufacturer Finance,1.48,120982.56,False,0,4,5.0,1
187,20240620,20240718,28,CAR00135,CUST003382,Asia Pacific,China,BMW Shanghai Jing'an,Marco Müller,Individual,Online Configurator,Lease,0.7,63452.7,False,0,4,4.9,1
188,20240313,20240615,94,CAR00085,CUST001842,North America,USA,South Bay BMW,Liam Garcia,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,6.05,88970.65,False,0,4,5.0,1
189,20220820,20221109,81,CAR00181,CUST001529,Europe,United Kingdom,Park Lane BMW London,Daniel Silva,Individual,Referral,Lease,1.76,82226.88,False,0,4,4.7,1
190,20230916,20231110,55,CAR00182,CUST001298,North America,Canada,BMW Vancouver,Nina Andersson,Certified Pre-Owned Trade-In,Referral,Bank Loan,0.8,96918.4,True,31233,4,4.1,1
191,20241010,20241117,38,CAR00183,CUST000405,Europe,Switzerland,BMW Zürich,Marco Schmidt,Individual,Dealership Walk-in,Bank Loan,2.01,114844.28,False,0,4,5.0,1
192,20250901,20251123,83,CAR00184,CUST003412,Rest of World,Brazil,BMW São Paulo,Liam Garcia,Corporate Fleet,Referral,Manufacturer Finance,8.33,79386.22,False,0,4,5.0,1
193,20221020,20230201,104,CAR00075,CUST002054,Europe,Netherlands,BMW Amsterdam,Karim Murphy,Lease Return Buyout,Auto Show Event,Manufacturer Finance,1.45,86921.1,False,0,4,5.0,1
194,20220208,20220601,113,CAR00185,CUST000461,Asia Pacific,Japan,BMW Tokyo Minato,Ravi Rossi,Individual,Online Configurator,Bank Loan,4.34,62657.3,False,0,4,4.6,1
195,20230630,20230924,86,CAR00186,CUST001083,North America,Canada,BMW Toronto,Olivia Silva,Individual,Online Configurator,Bank Loan,0.28,89149.68,False,0,4,4.0,1
196,20251016,20251031,15,CAR00047,CUST000808,Asia Pacific,South Korea,BMW Seoul Gangnam,Wei Kim,Individual,Referral,Bank Loan,0.82,93526.74,False,0,4,5.0,1
197,20230805,20230823,18,CAR00187,CUST000712,Europe,Netherlands,BMW Amsterdam,Julia Cohen,Individual,Dealership Walk-in,Bank Loan,5.67,88764.53,False,0,4,4.2,1
198,20241217,20250312,85,CAR00188,CUST002547,North America,Mexico,BMW Polanco,Sophie Park,Individual,Online Configurator,Manufacturer Finance,4.92,116853.32,False,0,4,4.8,1
199,20220828,20221211,105,CAR00189,CUST000379,Europe,Netherlands,BMW Amsterdam,Anna Nakamura,Individual,Dealership Walk-in,Lease,2.61,107226.39,False,0,4,4.6,1
200,20250502,20250723,82,CAR00190,CUST001120,North America,Canada,BMW Vancouver,Olivia Silva,Corporate Fleet,Auto Show Event,Manufacturer Finance,3.33,86132.97,False,0,4,4.8,1
201,20220504,20220622,49,CAR00191,CUST001076,North America,USA,BMW of Miami,Nina Cohen,Individual,Dealership Walk-in,Bank Loan,5.66,60754.96,False,0,4,4.7,1
202,20220704,20220719,15,CAR00098,CUST001327,Europe,United Kingdom,Park Lane BMW London,David Rossi,Individual,Dealership Walk-in,Bank Loan,0.23,92387.02,False,0,4,4.8,1
203,20250809,20251016,68,CAR00192,CUST001442,Europe,France,BMW Paris Champs-Élysées,Wei Weber,Lease Return Buyout,Online Configurator,Manufacturer Finance,0.31,96400.23,False,0,4,4.6,1
204,20240330,20240503,34,CAR00193,CUST003682,Asia Pacific,China,BMW Shanghai Jing'an,Liam Garcia,Individual,Dealership Walk-in,Bank Loan,3.91,70145.7,False,0,4,4.5,1
205,20230616,20230703,17,CAR00194,CUST000050,Europe,France,BMW Lyon,Anna Zhang,Individual,Online Configurator,Cash,5.06,129118.4,False,0,4,5.0,1
206,20240310,20240623,105,CAR00195,CUST000896,Europe,Italy,BMW Milano,David Rossi,Certified Pre-Owned Trade-In,Referral,Lease,5.04,145573.68,True,21772,4,4.6,1
207,20231218,20240131,44,CAR00196,CUST000952,North America,Mexico,BMW Polanco,David Kim,Certified Pre-Owned Trade-In,Online Configurator,Lease,4.04,88763.0,True,11735,4,5.0,1
208,20240411,20240707,87,CAR00197,CUST000619,Europe,Germany,BMW Stuttgart Zentrum,Nina Andersson,Individual,Auto Show Event,Bank Loan,3.34,83127.6,False,0,4,4.2,1
209,20220814,20221029,76,CAR00198,CUST001100,North America,Mexico,BMW Polanco,Tom Silva,Individual,Online Configurator,Lease,3.33,86326.31,False,0,4,4.3,1
210,20251119,20260204,77,CAR00199,CUST001286,Asia Pacific,China,BMW Shanghai Jing'an,Ravi Rossi,Individual,Dealership Walk-in,Lease,0.0,67900.0,False,0,4,4.3,1
211,20230503,20230826,115,CAR00200,CUST002669,Europe,Italy,BMW Roma,Tom Tanaka,Individual,Auto Show Event,Lease,1.04,157940.16,False,0,4,5.0,1
212,20250221,20250606,105,CAR00201,CUST001516,North America,Mexico,BMW Polanco,Elena Ivanov,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,1.39,139237.32,True,37442,4,4.9,1
213,20250719,20251010,83,CAR00202,CUST001194,Asia Pacific,South Korea,BMW Seoul Gangnam,Mia Müller,Individual,Online Configurator,Cash,3.21,90111.49,False,0,4,4.5,1
214,20250117,20250209,23,CAR00203,CUST001940,Europe,United Kingdom,Park Lane BMW London,David Andersson,Individual,Dealership Walk-in,Lease,1.63,71121.51,False,0,4,4.5,1
215,20240906,20241222,107,CAR00204,CUST002314,North America,Canada,BMW Toronto,Nina Tanaka,Individual,Dealership Walk-in,Cash,0.95,98158.55,False,0,4,4.4,1
216,20250708,20250730,22,CAR00205,CUST002818,North America,USA,BMW of Miami,Emma Al-Farsi,Certified Pre-Owned Trade-In,Auto Show Event,Cash,0.0,86000.0,True,32714,4,5.0,1
217,20240105,20240401,87,CAR00206,CUST001877,Europe,Netherlands,BMW Amsterdam,Mia Müller,Individual,Dealership Walk-in,Lease,0.0,74900.0,False,0,4,3.6,1
218,20250115,20250301,45,CAR00177,CUST000514,Asia Pacific,South Korea,BMW Seoul Gangnam,Karim Cohen,Corporate Fleet,Dealership Walk-in,Lease,0.0,141700.0,False,0,4,4.5,1
219,20260510,20260808,90,CAR00207,CUST001541,Asia Pacific,Singapore,Performance Motors Singapore,Daniel Silva,Individual,Dealership Walk-in,Lease,0.0,151800.0,False,0,4,4.0,1
220,20250822,20251125,95,CAR00208,CUST000736,Middle East,Qatar,BMW Doha,Elena Cohen,Individual,Dealership Walk-in,Lease,4.48,94182.72,False,0,4,4.4,1
221,20230505,20230811,98,CAR00209,CUST000675,North America,Canada,BMW Vancouver,Wei Silva,Individual,Dealership Walk-in,Lease,5.27,78531.17,False,0,4,5.0,1
222,20260627,20260917,82,CAR00210,CUST003575,Europe,Switzerland,BMW Zürich,Maria Zhang,Individual,Referral,Manufacturer Finance,2.75,83148.75,False,0,4,3.7,1
223,20250714,20251027,105,CAR00211,CUST000884,Europe,Italy,BMW Milano,Marco Müller,Individual,Fleet Program,Manufacturer Finance,0.0,105100.0,False,0,4,5.0,1
224,20241024,20250129,97,CAR00212,CUST002611,Asia Pacific,South Korea,BMW Seoul Gangnam,Elena Al-Farsi,Corporate Fleet,Dealership Walk-in,Lease,0.11,89601.33,False,0,4,5.0,1
225,20220523,20220823,92,CAR00213,CUST001002,Asia Pacific,South Korea,BMW Seoul Gangnam,David Tanaka,Individual,Fleet Program,Manufacturer Finance,3.62,85007.16,False,0,4,4.7,1
226,20230106,20230121,15,CAR00214,CUST000406,North America,Canada,BMW Toronto,Elena Al-Farsi,Individual,Dealership Walk-in,Lease,4.14,83877.5,False,0,4,5.0,1
227,20260210,20260503,82,CAR00215,CUST001214,Asia Pacific,South Korea,BMW Seoul Gangnam,Ravi Rossi,Individual,Auto Show Event,Lease,0.0,83400.0,False,0,4,4.2,1
228,20241216,20250117,32,CAR00216,CUST002296,Asia Pacific,South Korea,BMW Seoul Gangnam,Karim Murphy,Individual,Dealership Walk-in,Manufacturer Finance,0.0,138800.0,False,0,4,4.6,1
229,20221229,20230203,36,CAR00217,CUST000894,North America,Mexico,BMW Guadalajara,Julia Kim,Individual,Auto Show Event,Cash,0.0,82800.0,False,0,4,4.6,1
230,20230905,20231023,48,CAR00182,CUST003274,Europe,United Kingdom,BMW Manchester,Felix Garcia,Individual,Referral,Manufacturer Finance,2.35,76948.2,False,0,4,4.7,1
231,20241007,20241226,80,CAR00218,CUST002104,Rest of World,Brazil,BMW São Paulo,Elena Zhang,Individual,Dealership Walk-in,Lease,5.99,75490.03,False,0,4,4.5,1
232,20250105,20250207,33,CAR00219,CUST000942,North America,Canada,BMW Toronto,David Rossi,Individual,Online Configurator,Manufacturer Finance,0.0,76600.0,False,0,4,5.0,1
233,20251029,20260210,104,CAR00220,CUST002889,Europe,Netherlands,BMW Amsterdam,Ravi Rossi,Individual,Referral,Lease,5.48,130343.08,False,0,4,5.0,1
234,20250730,20250815,16,CAR00221,CUST001905,Asia Pacific,South Korea,BMW Seoul Gangnam,Anna Weber,Individual,Dealership Walk-in,Bank Loan,1.52,136493.28,False,0,4,4.4,1
235,20240301,20240411,41,CAR00069,CUST002990,Europe,Netherlands,BMW Amsterdam,Marco Schmidt,Corporate Fleet,Online Configurator,Bank Loan,3.51,83849.81,False,0,4,4.7,1
236,20241223,20250217,56,CAR00222,CUST003100,Europe,United Kingdom,Park Lane BMW London,Karim Cohen,Individual,Auto Show Event,Manufacturer Finance,0.0,116300.0,False,0,4,4.7,1
237,20260302,20260421,50,CAR00223,CUST001213,North America,Mexico,BMW Polanco,Lucas Khan,Certified Pre-Owned Trade-In,Fleet Program,Cash,0.0,88400.0,True,26720,4,4.1,1
238,20221206,20221225,19,CAR00155,CUST001074,North America,USA,BMW of Manhattan,Wei Weber,Individual,Dealership Walk-in,Cash,2.14,69872.04,False,0,4,4.5,1
239,20231117,20240205,80,CAR00224,CUST003112,Europe,Germany,BMW Niederlassung München,Wei Weber,Individual,Referral,Lease,3.07,88594.02,False,0,4,4.3,1
240,20260607,20260625,18,CAR00225,CUST002781,Europe,France,BMW Lyon,David Tanaka,Individual,Dealership Walk-in,Lease,0.0,140600.0,False,0,4,4.2,1
241,20231128,20240128,61,CAR00226,CUST003561,North America,USA,South Bay BMW,Lucas Khan,Individual,Dealership Walk-in,Bank Loan,2.14,86997.54,False,0,4,4.7,1
242,20250103,20250307,63,CAR00227,CUST001607,Middle East,Saudi Arabia,BMW Riyadh,Olivia Hassan,Individual,Dealership Walk-in,Lease,3.55,77160.0,False,0,4,3.6,1
243,20260210,20260320,38,CAR00228,CUST002227,Asia Pacific,Singapore,Performance Motors Singapore,Lucas Khan,Corporate Fleet,Online Configurator,Manufacturer Finance,2.61,80346.75,False,0,4,3.7,1
244,20240615,20240719,34,CAR00229,CUST002297,Middle East,Qatar,BMW Doha,Daniel Kim,Individual,Dealership Walk-in,Cash,0.63,117554.71,False,0,4,4.6,1
245,20240624,20240818,55,CAR00230,CUST003592,Asia Pacific,Japan,BMW Tokyo Minato,Mia Müller,Individual,Referral,Bank Loan,0.67,82841.22,False,0,4,4.3,1
246,20240531,20240822,83,CAR00231,CUST002442,North America,USA,BMW of Austin,David Rossi,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,0.08,122202.16,False,0,4,3.8,1
247,20221110,20221228,48,CAR00232,CUST003496,North America,Mexico,BMW Polanco,Fatima Zhang,Individual,Dealership Walk-in,Manufacturer Finance,0.0,67000.0,False,0,4,4.5,1
248,20220624,20220721,27,CAR00233,CUST000283,Middle East,Qatar,BMW Doha,Ravi Rossi,Individual,Dealership Walk-in,Cash,6.61,100487.64,False,0,4,4.3,1
249,20241207,20250104,28,CAR00234,CUST003763,Europe,Netherlands,BMW Amsterdam,Sophie Park,Individual,Dealership Walk-in,Cash,0.0,65400.0,False,0,4,4.3,1
250,20251011,20251128,48,CAR00235,CUST002587,Rest of World,Brazil,BMW São Paulo,Noah Zhang,Certified Pre-Owned Trade-In,Dealership Walk-in,Cash,0.0,100500.0,True,13481,4,3.7,1
251,20220908,20230105,119,CAR00236,CUST000922,North America,USA,BMW of Austin,Felix Dubois,Individual,Online Configurator,Bank Loan,0.0,92500.0,False,0,4,4.3,1
252,20260121,20260418,87,CAR00237,CUST003043,North America,Canada,BMW Toronto,Tom Tanaka,Corporate Fleet,Auto Show Event,Lease,4.48,116725.44,False,0,4,5.0,1
253,20230915,20231211,87,CAR00238,CUST002695,North America,Mexico,BMW Guadalajara,Lucas Khan,Lease Return Buyout,Dealership Walk-in,Lease,1.74,127050.18,False,0,4,5.0,1
254,20250921,20251017,26,CAR00239,CUST000730,Europe,Italy,BMW Milano,David Andersson,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,0.0,84100.0,False,0,4,4.0,1
255,20220609,20220626,17,CAR00240,CUST000040,North America,USA,Chicago M Motors,Elena Ivanov,Individual,Dealership Walk-in,Bank Loan,3.09,95359.44,False,0,4,4.4,1
256,20250107,20250208,32,CAR00241,CUST000312,Europe,Italy,BMW Roma,Olivia Silva,Individual,Online Configurator,Cash,3.6,114716.0,False,0,4,5.0,1
257,20230530,20230917,110,CAR00006,CUST000924,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Felix Garcia,Individual,Online Configurator,Bank Loan,3.18,77940.1,False,0,4,4.6,1
258,20240825,20241121,88,CAR00242,CUST002052,Asia Pacific,Japan,BMW Tokyo Minato,Nina Silva,Lease Return Buyout,Dealership Walk-in,Lease,4.92,79581.96,False,0,4,4.8,1
259,20230719,20230804,16,CAR00243,CUST000864,Asia Pacific,China,BMW Beijing Chaoyang,Daniel Kim,Individual,Online Configurator,Lease,3.99,130861.63,False,0,4,4.5,1
260,20250207,20250414,66,CAR00244,CUST001990,North America,USA,BMW of Manhattan,Anna Khan,Individual,Dealership Walk-in,Bank Loan,2.06,82269.6,False,0,4,4.9,1
261,20251113,20260210,89,CAR00245,CUST002562,Europe,Spain,BMW Madrid Norte,Lucas Khan,Individual,Online Configurator,Bank Loan,5.16,132301.8,False,0,4,4.4,1
262,20241209,20250326,107,CAR00246,CUST001767,Rest of World,South Africa,BMW Johannesburg,David Kim,Lease Return Buyout,Online Configurator,Cash,1.51,129514.35,False,0,4,4.3,1
263,20250109,20250210,32,CAR00015,CUST003743,Asia Pacific,Singapore,Performance Motors Singapore,Wei Weber,Individual,Dealership Walk-in,Manufacturer Finance,0.0,74600.0,False,0,4,5.0,1
264,20230304,20230330,26,CAR00247,CUST003452,Europe,Spain,BMW Barcelona,Nina Hassan,Individual,Dealership Walk-in,Bank Loan,2.57,85446.11,False,0,4,4.1,1
265,20260502,20260714,73,CAR00248,CUST002093,North America,Mexico,BMW Guadalajara,Karim Cohen,Lease Return Buyout,Online Configurator,Bank Loan,4.37,79946.68,False,0,4,4.5,1
266,20250709,20250917,70,CAR00249,CUST000250,Europe,Spain,BMW Barcelona,Emma Al-Farsi,Lease Return Buyout,Online Configurator,Lease,3.26,66847.34,False,0,4,4.4,1
267,20220220,20220506,75,CAR00250,CUST003574,Asia Pacific,Australia,BMW Sydney,Omar Tanaka,Individual,Fleet Program,Bank Loan,0.4,74700.0,False,0,4,4.4,1
268,20240225,20240610,106,CAR00085,CUST002389,Rest of World,South Africa,BMW Johannesburg,David Tanaka,Corporate Fleet,Referral,Bank Loan,5.15,84226.8,False,0,4,4.7,1
269,20221120,20221212,22,CAR00251,CUST001893,North America,USA,BMW of Miami,Marco Müller,Individual,Fleet Program,Lease,8.39,83273.49,False,0,4,4.0,1
270,20260626,20260820,55,CAR00252,CUST003312,Asia Pacific,South Korea,BMW Seoul Gangnam,Sophie Park,Individual,Dealership Walk-in,Cash,3.3,82195.0,False,0,4,5.0,1
271,20250717,20251104,110,CAR00253,CUST003397,Europe,Italy,BMW Roma,Noah Andersson,Lease Return Buyout,Dealership Walk-in,Manufacturer Finance,2.17,148114.62,False,0,4,5.0,1
272,20230301,20230316,15,CAR00254,CUST003145,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Liam Garcia,Individual,Referral,Cash,0.83,96492.41,False,0,4,4.6,1
273,20260630,20260721,21,CAR00252,CUST000098,Asia Pacific,China,BMW Shanghai Jing'an,Nina Silva,Individual,Referral,Bank Loan,0.38,84378.14,False,0,4,4.4,1
