Car_ID,Model,Variant,Model_Year,Body_Type,Engine,Cylinders,Transmission,Drivetrain,Fuel_Type,Color,Horsepower_HP,Zero_to_100_sec,Top_Speed_MPH,MSRP_USD
CAR00166,M5,Base,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Black Sapphire,622,3.3,155,126600
CAR00167,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,518,4.0,155,89700
CAR00168,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,498,3.8,155,87800
CAR00169,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,503,4.2,155,81400
CAR00170,M5,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Signal Green,679,3.3,155,141300
CAR00171,X5 M,Competition,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,611,3.4,155,131800
CAR00172,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Sao Paulo Yellow,507,4.1,155,86000
CAR00173,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,509,3.9,155,90800
CAR00174,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,479,3.7,155,88000
CAR00175,M3 Touring,Base,2024,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,483,4.0,155,81600
CAR00176,M8,Competition,2026,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,614,3.4,155,156700
CAR00177,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,614,3.3,155,139600
CAR00178,M3 Touring,Base,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,500,4.0,155,84800
CAR00179,X5 M,Base,2026,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,606,3.5,155,121200
CAR00180,M5,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Alpine White,664,3.9,155,122800
CAR00181,X3 M,Competition,2022,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,497,4.0,155,86600
CAR00182,M3 Touring,Base,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,491,3.8,155,88200
CAR00183,X6 M,Base,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Individual Frozen Grey,604,3.5,155,127200
CAR00184,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,516,3.9,155,92200
CAR00185,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,431,3.8,155,72000
CAR00186,X3 M,Competition,2023,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,495,4.0,155,86700
CAR00187,X4 M,Competition,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,490,4.2,155,92900
CAR00188,M4,CSL,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,501,3.6,180,122900
CAR00189,X5 M,Base,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,608,3.3,155,115200
CAR00190,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,496,3.8,155,83000
CAR00191,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,430,4.2,155,64800
CAR00192,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,479,4.1,155,96700
CAR00193,M2,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,446,3.8,155,76800
CAR00194,M3,CSL,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,516,3.7,182,129100
CAR00195,M8 Gran Coupe,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,612,3.2,155,163400
CAR00196,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Alpine White,517,3.6,155,92500
CAR00197,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,510,4.4,155,86000
CAR00198,M4,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,510,3.9,155,98900
CAR00199,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,444,3.8,155,69200
CAR00200,M8 Gran Coupe,Base,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,606,4.3,155,159600
CAR00201,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Zandvoort Blue,609,3.0,155,139100
CAR00202,X3 M,Competition,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,493,4.0,155,86700
CAR00203,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,440,3.9,155,70100
CAR00204,X4 M,Competition,2024,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,492,4.1,155,88000
CAR00205,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,487,3.8,155,85600
CAR00206,M2,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,437,3.8,155,70800
CAR00207,M8,Base,2026,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,610,4.2,155,151800
CAR00208,X4 M,Competition,2025,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,496,4.4,155,91600
CAR00209,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,510,3.8,155,86000
CAR00210,M3,Base,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,496,3.8,155,80700
CAR00211,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Toronto Red,522,4.1,155,105100
CAR00212,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,506,3.9,155,93200
CAR00213,X4 M,Base,2022,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,476,3.8,155,88200
CAR00214,M4,Base,2023,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Zandvoort Blue,518,3.8,155,87500
CAR00215,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,497,4.2,155,88100
CAR00216,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,612,3.2,155,137300
CAR00217,M4,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Brooklyn Grey,508,4.2,155,85400
CAR00218,X3 M,Base,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,488,4.0,155,80300
CAR00219,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,495,4.1,155,82600
CAR00220,X5 M,Competition,2026,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,611,3.1,155,131800
CAR00221,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Signal Green,612,4.0,155,138600
CAR00222,M3,CSL,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,502,4.3,187,134200
CAR00223,X3 M,Base,2026,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,492,4.0,155,81300
CAR00224,X4 M,Competition,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,497,4.0,155,94800
CAR00225,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,615,3.3,155,140600
CAR00226,X3 M,Competition,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Frozen Portimao Blue,496,4.1,155,89300
CAR00227,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,493,3.8,155,84000
CAR00228,M3,Base,2026,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Zandvoort Blue,502,3.6,155,82500
CAR00229,X6 M,Base,2024,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,605,3.4,155,123400
CAR00230,X3 M,Base,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,485,3.9,155,79700
CAR00231,M5,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,683,3.4,155,122300
CAR00232,M2,Base,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,429,3.9,155,68700
CAR00233,M4 Convertible,Competition,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,498,3.5,155,107600
CAR00234,M2,Base,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,443,3.8,155,65400
CAR00235,M4 Convertible,Competition,2026,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,494,3.9,155,102300
CAR00236,M4,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,494,3.6,155,90900
CAR00237,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Frozen Portimao Blue,620,3.5,155,122200
CAR00238,M5,Base,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Alpine White,651,3.4,155,129300
CAR00239,M3 Touring,Base,2025,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,490,3.4,155,86800
CAR00240,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,503,3.8,155,98400
CAR00241,M5,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Frozen Portimao Blue,679,3.4,155,117000
CAR00242,X3 M,Competition,2024,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,500,4.2,155,83600
CAR00243,M4,CSL,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,513,3.5,190,136300
CAR00244,X4 M,Base,2025,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Brooklyn Grey,488,3.9,155,83300
CAR00245,M5,Base,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Isle of Man Green,642,3.6,155,132600
CAR00246,X6 M,Competition,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,612,3.5,155,138700
CAR00247,X4 M,Base,2023,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,489,4.1,155,86300
CAR00248,X3 M,Base,2026,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,485,3.8,155,81200
CAR00249,M2,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,454,3.4,155,69100
CAR00250,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,440,3.9,155,72600
CAR00251,M4,Competition,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,510,3.9,155,92800
CAR00252,X4 M,Base,2026,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,485,3.8,155,84100
CAR00253,M8,Base,2025,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,609,3.0,155,151400
CAR00254,M3,Competition,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Zandvoort Blue,515,4.0,155,94500
CAR00255,X5 M,Competition,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,612,3.5,155,130100
CAR00256,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,506,4.0,155,94700
CAR00257,M5,Competition,2026,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Black Sapphire,693,3.4,155,128400
CAR00258,M5,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Marina Bay Blue,695,3.4,155,117800
CAR00259,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Zandvoort Blue,490,4.0,155,86800
CAR00260,X4 M,Base,2024,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,481,3.7,155,79900
CAR00261,M5,Competition,2022,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Marina Bay Blue,684,3.4,155,128800
CAR00262,X5 M,Base,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,606,3.5,155,123600
CAR00263,M3,Competition,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,518,3.6,155,86700
CAR00264,M3 Touring,Competition,2024,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,501,4.0,155,101700
CAR00265,XM,Base,2026,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,644,3.5,155,180200
CAR00266,X4 M,Base,2025,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Individual Frozen Grey,498,3.7,155,77600
CAR00267,M5,Competition,2023,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Isle of Man Green,682,3.1,155,136300
CAR00268,X6 M,Competition,2023,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,615,3.4,155,136600
CAR00269,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,494,3.8,155,83600
CAR00270,X5 M,Base,2024,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,602,3.5,155,124400
CAR00271,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Black Sapphire,501,4.0,155,81000
CAR00272,M5,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Frozen Portimao Blue,688,3.6,155,132200
CAR00273,M4,Base,2023,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,504,4.3,155,80900
CAR00274,M5,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,640,3.6,155,130500
CAR00275,M3 Touring,Competition,2023,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,512,3.4,155,93400
CAR00276,X5 M,Base,2023,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,616,3.4,155,121700
CAR00277,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,492,3.9,155,96000
CAR00278,M8 Gran Coupe,Base,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,607,3.8,155,161900
CAR00279,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,506,3.8,155,85500
CAR00280,M4 Convertible,Base,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,489,4.2,155,98700
CAR00281,X5 M,Base,2022,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Brooklyn Grey,605,3.3,155,120100
CAR00282,X6 M,Base,2025,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,613,3.3,155,130400
CAR00283,M4 Convertible,Base,2024,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Toronto Red,480,4.2,155,99200
CAR00284,M3,Competition,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,516,4.0,155,93100
CAR00285,M3,CS,2024,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,516,3.8,190,105100
CAR00286,M4 Convertible,Base,2025,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,498,4.2,155,93300
CAR00287,M3,Base,2024,Sedan,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Skyscraper Grey,506,3.6,155,88000
CAR00288,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Black Sapphire,491,3.8,155,85800
CAR00289,M4,Base,2025,Coupe,3.0L Twin-Turbo I6,6,6-Speed Manual,RWD,Petrol,Marina Bay Blue,485,3.8,155,76700
CAR00290,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Marina Bay Blue,494,4.0,155,83300
CAR00291,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,509,3.8,155,98000
CAR00292,X5 M,Base,2025,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,608,3.4,155,119300
CAR00293,M3,Competition,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,517,3.8,155,93600
CAR00294,M3,Base,2025,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Marina Bay Blue,489,4.1,155,87200
CAR00295,M4,Competition,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,508,3.8,155,97500
CAR00296,M5,Competition,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Marina Bay Blue,690,3.2,155,130300
CAR00297,X3 M,Competition,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,495,3.9,155,90600
CAR00298,M3,CS,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,513,3.9,182,100000
CAR00299,X6 M,Base,2022,SUV Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Sao Paulo Yellow,604,3.2,155,126300
CAR00300,M2,Base,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,429,4.0,155,65800
CAR00301,X5 M,Competition,2026,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Marina Bay Blue,613,3.2,155,130200
CAR00302,M5,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Alpine White,668,3.4,155,121700
CAR00303,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,502,4.0,155,82700
CAR00304,X4 M,Competition,2024,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Isle of Man Green,497,3.8,155,91800
CAR00305,X5 M,Base,2024,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,606,3.3,155,120700
CAR00306,XM,Base,2026,SUV,4.4L Twin-Turbo V8 Hybrid,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Toronto Red,711,3.5,155,167600
CAR00307,M3 Touring,Base,2026,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Frozen Portimao Blue,515,3.9,155,88200
CAR00308,M4,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,501,3.9,155,83200
CAR00309,M4,Competition,2025,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Brooklyn Grey,509,4.0,155,93600
CAR00310,X5 M,Competition,2024,SUV,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,614,3.4,155,128700
CAR00311,M3,Competition,2022,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,508,3.8,155,92400
CAR00312,M4 Convertible,Base,2022,Convertible,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,482,4.2,155,93800
CAR00313,M3 Touring,Competition,2022,Wagon,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Sao Paulo Yellow,515,4.1,155,86600
CAR00314,X4 M,Competition,2024,SUV Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Skyscraper Grey,494,3.8,155,96800
CAR00315,M3,Competition,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,508,3.9,155,91200
CAR00316,M2,CS,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Black Sapphire,438,3.9,190,89400
CAR00317,M8,Competition,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Individual Frozen Grey,615,3.5,155,152600
CAR00318,M5,Base,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Black Sapphire,657,3.4,155,123500
CAR00319,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Skyscraper Grey,439,3.6,155,65600
CAR00320,M3,Base,2026,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,504,4.0,155,84800
CAR00321,X3 M,Competition,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Diesel,Sao Paulo Yellow,497,3.9,155,84500
CAR00322,M5,Competition,2024,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Hybrid,Zandvoort Blue,708,3.2,155,129500
CAR00323,M8,Base,2023,Coupe,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,RWD,Petrol,Alpine White,602,3.2,155,152200
CAR00324,M4,Competition,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Alpine White,502,3.5,155,93600
CAR00325,M2,Base,2026,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,438,3.9,155,72100
CAR00326,M3,Base,2023,Sedan,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Skyscraper Grey,502,3.9,155,83200
CAR00327,M4,CS,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Isle of Man Green,511,4.0,177,104300
CAR00328,M4,Base,2024,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,RWD,Petrol,Alpine White,500,3.8,155,83200
CAR00329,M5,CS,2025,Sedan,4.4L Twin-Turbo V8,8,8-Speed M Steptronic,AWD (M xDrive),Hybrid,Skyscraper Grey,715,3.4,190,132900
CAR00330,M4,CS,2022,Coupe,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Frozen Portimao Blue,506,3.9,177,100500
CAR00331,X3 M,Base,2025,SUV,3.0L Twin-Turbo I6,6,8-Speed M Steptronic,AWD (M xDrive),Petrol,Signal Green,491,4.0,155,76700
